PID,NAME,RA,DEC,EPOC
SPLUS,SPLUS-s26s57,22:24:00,-34:59:12.3852,2000.
SPLUS,SPLUS-s26s58,22:30:51.4286,-34:59:12.3852,2000.
SPLUS,SPLUS-s26s59,22:37:42.8571,-34:59:12.3852,2000.
SPLUS,SPLUS-s26s60,22:44:34.2857,-34:59:12.3852,2000.
SPLUS,SPLUS-s26s61,22:51:25.7143,-34:59:12.3852,2000.
SPLUS,SPLUS-s26s62,22:58:17.1429,-34:59:12.3852,2000.
SPLUS,SPLUS-s26s63,23:05:08.5714,-34:59:12.3852,2000.
SPLUS,SPLUS-s26s64,23:12:00,-34:59:12.3852,2000.
SPLUS,SPLUS-s26s65,23:18:51.4286,-34:59:12.3852,2000.
SPLUS,SPLUS-s26s66,23:25:42.8571,-34:59:12.3852,2000.
SPLUS,SPLUS-s26s67,23:32:34.2857,-34:59:12.3852,2000.
SPLUS,SPLUS-s26s68,23:39:25.7143,-34:59:12.3852,2000.
SPLUS,SPLUS-s26s69,23:46:17.1429,-34:59:12.3852,2000.
SPLUS,SPLUS-s26s70,23:53:08.5714,-34:59:12.3852,2000.
SPLUS,SPLUS-s27s01,00:00:00,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s02,00:06:57.3913,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s03,00:13:54.7826,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s04,00:20:52.1739,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s05,00:27:49.5652,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s06,00:34:46.9565,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s07,00:41:44.3478,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s08,00:48:41.7391,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s09,00:55:39.1304,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s10,01:02:36.5217,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s11,01:09:33.913,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s12,01:16:31.3043,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s13,01:23:28.6957,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s14,01:30:26.087,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s15,01:37:23.4783,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s16,01:44:20.8696,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s17,01:51:18.2609,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s18,01:58:15.6522,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s19,02:05:13.0435,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s20,02:12:10.4348,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s21,02:19:07.8261,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s22,02:26:05.2174,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s23,02:33:02.6087,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s24,02:40:00,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s25,02:46:57.3913,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s26,02:53:54.7826,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s27,03:00:52.1739,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s28,03:07:49.5652,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s29,03:14:46.9565,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s30,03:21:44.3478,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s31,03:28:41.7391,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s32,03:35:39.1304,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s33,03:42:36.5217,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s34,03:49:33.913,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s35,03:56:31.3043,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s36,04:03:28.6957,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s37,04:10:26.087,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s38,04:17:23.4783,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s39,04:24:20.8696,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s40,04:31:18.2609,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s41,04:38:15.6522,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s42,04:45:13.0435,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s43,04:52:10.4348,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s44,04:59:07.8261,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s45,21:06:05.2174,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s46,21:13:02.6087,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s47,21:20:00,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s48,21:26:57.3913,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s49,21:33:54.7826,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s50,21:40:52.1739,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s51,21:47:49.5652,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s52,21:54:46.9565,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s53,22:01:44.3478,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s54,22:08:41.7391,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s55,22:15:39.1304,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s56,22:22:36.5217,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s57,22:29:33.913,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s58,22:36:31.3043,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s59,22:43:28.6957,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s60,22:50:26.087,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s61,22:57:23.4783,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s62,23:04:20.8696,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s63,23:11:18.2609,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s64,23:18:15.6522,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s65,23:25:13.0435,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s66,23:32:10.4348,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s67,23:39:07.8261,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s68,23:46:05.2174,-36:21:44.7613,2000.
SPLUS,SPLUS-s27s69,23:53:02.6087,-36:21:44.7613,2000.
SPLUS,SPLUS-s28s01,00:00:00,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s02,00:07:05.6158,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s03,00:14:11.2315,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s04,00:21:16.8473,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s05,00:28:22.4631,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s06,00:35:28.0788,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s07,00:42:33.6946,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s08,00:49:39.3103,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s09,00:56:44.9261,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s10,01:03:50.5419,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s11,01:10:56.1576,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s12,01:18:01.7734,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s13,01:25:07.3892,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s14,01:32:13.0049,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s15,01:39:18.6207,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s16,01:46:24.2365,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s17,01:53:29.8522,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s18,02:00:35.468,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s19,02:07:41.0837,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s20,02:14:46.6995,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s21,02:21:52.3153,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s22,02:28:57.931,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s23,02:36:03.5468,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s24,02:43:09.1626,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s25,02:50:14.7783,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s26,02:57:20.3941,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s27,03:04:26.0099,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s28,03:11:31.6256,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s29,03:18:37.2414,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s30,03:25:42.8571,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s31,03:32:48.4729,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s32,03:39:54.0887,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s33,03:46:59.7044,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s34,03:54:05.3202,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s35,04:01:10.936,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s36,04:08:16.5517,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s37,04:15:22.1675,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s38,04:22:27.7833,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s39,04:29:33.399,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s40,04:36:39.0148,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s41,04:43:44.6305,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s42,04:50:50.2463,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s43,04:57:55.8621,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s44,21:02:39.6059,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s45,21:09:45.2217,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s46,21:16:50.8374,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s47,21:23:56.4532,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s48,21:31:02.069,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s49,21:38:07.6847,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s50,21:45:13.3005,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s51,21:52:18.9163,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s52,21:59:24.532,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s53,22:06:30.1478,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s54,22:13:35.7635,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s55,22:20:41.3793,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s56,22:27:46.9951,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s57,22:34:52.6108,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s58,22:41:58.2266,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s59,22:49:03.8424,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s60,22:56:09.4581,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s61,23:03:15.0739,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s62,23:10:20.6897,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s63,23:17:26.3054,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s64,23:24:31.9212,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s65,23:31:37.5369,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s66,23:38:43.1527,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s67,23:45:48.7685,-37:44:10.0038,2000.
SPLUS,SPLUS-s28s68,23:52:54.3842,-37:44:10.0038,2000.
SPLUS,SPLUS-s29s01,00:00:00,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s02,00:07:14.1709,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s03,00:14:28.3417,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s04,00:21:42.5126,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s05,00:28:56.6834,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s06,00:36:10.8543,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s07,00:43:25.0251,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s08,00:50:39.196,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s09,00:57:53.3668,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s10,01:05:07.5377,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s11,01:12:21.7085,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s12,01:19:35.8794,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s13,01:26:50.0503,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s14,01:34:04.2211,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s15,01:41:18.392,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s16,01:48:32.5628,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s17,01:55:46.7337,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s18,02:03:00.9045,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s19,02:10:15.0754,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s20,02:17:29.2462,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s21,02:24:43.4171,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s22,02:31:57.5879,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s23,02:39:11.7588,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s24,02:46:25.9296,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s25,02:53:40.1005,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s26,03:00:54.2714,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s27,03:08:08.4422,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s28,03:15:22.6131,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s29,03:22:36.7839,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s30,03:29:50.9548,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s31,03:37:05.1256,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s32,03:44:19.2965,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s33,03:51:33.4673,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s34,03:58:47.6382,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s35,04:06:01.809,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s36,04:13:15.9799,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s37,04:20:30.1508,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s38,04:27:44.3216,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s39,04:34:58.4925,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s40,04:42:12.6633,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s41,04:49:26.8342,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s42,04:56:41.005,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s43,21:06:19.8995,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s44,21:13:34.0704,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s45,21:20:48.2412,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s46,21:28:02.4121,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s47,21:35:16.5829,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s48,21:42:30.7538,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s49,21:49:44.9246,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s50,21:56:59.0955,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s51,22:04:13.2663,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s52,22:11:27.4372,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s53,22:18:41.608,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s54,22:25:55.7789,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s55,22:33:09.9497,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s56,22:40:24.1206,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s57,22:47:38.2915,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s58,22:54:52.4623,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s59,23:02:06.6332,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s60,23:09:20.804,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s61,23:16:34.9749,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s62,23:23:49.1457,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s63,23:31:03.3166,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s64,23:38:17.4874,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s65,23:45:31.6583,-39:06:26.4392,2000.
SPLUS,SPLUS-s29s66,23:52:45.8291,-39:06:26.4392,2000.
SPLUS,SPLUS-s30s01,00:00:00,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s02,00:07:23.0769,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s03,00:14:46.1538,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s04,00:22:09.2308,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s05,00:29:32.3077,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s06,00:36:55.3846,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s07,00:44:18.4615,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s08,00:51:41.5385,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s09,00:59:04.6154,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s10,01:06:27.6923,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s11,01:13:50.7692,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s12,01:21:13.8462,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s13,01:28:36.9231,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s14,01:36:00,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s15,01:43:23.0769,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s16,01:50:46.1538,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s17,01:58:09.2308,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s18,02:05:32.3077,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s19,02:12:55.3846,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s20,02:20:18.4615,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s21,02:27:41.5385,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s22,02:35:04.6154,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s23,02:42:27.6923,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s24,02:49:50.7692,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s25,02:57:13.8462,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s26,03:04:36.9231,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s27,03:12:00,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s28,03:19:23.0769,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s29,03:26:46.1538,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s30,03:34:09.2308,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s31,03:41:32.3077,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s32,03:48:55.3846,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s33,03:56:18.4615,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s34,04:03:41.5385,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s35,04:11:04.6154,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s36,04:18:27.6923,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s37,04:25:50.7692,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s38,04:33:13.8462,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s39,04:40:36.9231,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s40,04:48:00,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s41,04:55:23.0769,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s42,21:02:46.1538,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s43,21:10:09.2308,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s44,21:17:32.3077,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s45,21:24:55.3846,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s46,21:32:18.4615,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s47,21:39:41.5385,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s48,21:47:04.6154,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s49,21:54:27.6923,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s50,22:01:50.7692,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s51,22:09:13.8462,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s52,22:16:36.9231,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s53,22:24:00,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s54,22:31:23.0769,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s55,22:38:46.1538,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s56,22:46:09.2308,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s57,22:53:32.3077,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s58,23:00:55.3846,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s59,23:08:18.4615,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s60,23:15:41.5385,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s61,23:23:04.6154,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s62,23:30:27.6923,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s63,23:37:50.7692,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s64,23:45:13.8462,-40:28:33.9089,2000.
SPLUS,SPLUS-s30s65,23:52:36.9231,-40:28:33.9089,2000.
SPLUS,SPLUS-s31s01,00:00:00,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s02,00:07:32.356,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s03,00:15:04.712,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s04,00:22:37.0681,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s05,00:30:09.4241,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s06,00:37:41.7801,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s07,00:45:14.1361,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s08,00:52:46.4921,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s09,01:00:18.8482,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s10,01:07:51.2042,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s11,01:15:23.5602,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s12,01:22:55.9162,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s13,01:30:28.2723,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s14,01:38:00.6283,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s15,01:45:32.9843,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s16,01:53:05.3403,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s17,02:00:37.6963,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s18,02:08:10.0524,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s19,02:15:42.4084,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s20,02:23:14.7644,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s21,02:30:47.1204,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s22,02:38:19.4764,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s23,02:45:51.8325,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s24,02:53:24.1885,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s25,03:00:56.5445,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s26,03:08:28.9005,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s27,03:16:01.2565,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s28,03:23:33.6126,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s29,03:31:05.9686,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s30,03:38:38.3246,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s31,03:46:10.6806,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s32,03:53:43.0366,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s33,04:01:15.3927,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s34,04:08:47.7487,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s35,04:16:20.1047,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s36,04:23:52.4607,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s37,04:31:24.8168,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s38,04:38:57.1728,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s39,04:46:29.5288,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s40,04:54:01.8848,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s41,21:06:35.8115,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s42,21:14:08.1675,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s43,21:21:40.5236,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s44,21:29:12.8796,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s45,21:36:45.2356,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s46,21:44:17.5916,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s47,21:51:49.9476,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s48,21:59:22.3037,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s49,22:06:54.6597,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s50,22:14:27.0157,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s51,22:21:59.3717,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s52,22:29:31.7277,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s53,22:37:04.0838,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s54,22:44:36.4398,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s55,22:52:08.7958,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s56,22:59:41.1518,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s57,23:07:13.5079,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s58,23:14:45.8639,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s59,23:22:18.2199,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s60,23:29:50.5759,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s61,23:37:22.9319,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s62,23:44:55.288,-41:50:32.2588,2000.
SPLUS,SPLUS-s31s63,23:52:27.644,-41:50:32.2588,2000.
SPLUS,SPLUS-s32s01,00:00:00,-43:12:21.3398,2000.
SPLUS,SPLUS-s32s02,00:07:42.0321,-43:12:21.3398,2000.
SPLUS,SPLUS-s32s03,00:15:24.0642,-43:12:21.3398,2000.
SPLUS,SPLUS-s32s04,00:23:06.0963,-43:12:21.3398,2000.
SPLUS,SPLUS-s32s05,00:30:48.1283,-43:12:21.3398,2000.
SPLUS,SPLUS-s32s06,00:38:30.1604,-43:12:21.3398,2000.
