3.600000000000000000e+03 2.263024725834839046e-05
3.610000000000000000e+03 3.776075027417391539e-05
3.620000000000000000e+03 5.595129550783894956e-05
3.630000000000000000e+03 9.141985356109216809e-05
3.640000000000000000e+03 1.739774161251261830e-04
3.650000000000000000e+03 4.089680151082575321e-04
3.660000000000000000e+03 1.173431635834276676e-03
3.670000000000000000e+03 4.668341018259525299e-03
3.680000000000000000e+03 2.718946337699890137e-02
3.690000000000000000e+03 1.343676298856735229e-01
3.700000000000000000e+03 2.663114666938781738e-01
3.710000000000000000e+03 2.817123532295227051e-01
3.720000000000000000e+03 3.021648228168487549e-01
3.730000000000000000e+03 3.246919214725494385e-01
3.740000000000000000e+03 3.273536264896392822e-01
3.750000000000000000e+03 3.286425471305847168e-01
3.760000000000000000e+03 3.373472988605499268e-01
3.770000000000000000e+03 3.529680669307708740e-01
3.780000000000000000e+03 3.584562242031097412e-01
3.790000000000000000e+03 3.576967120170593262e-01
3.800000000000000000e+03 3.619727492332458496e-01
3.810000000000000000e+03 3.763751089572906494e-01
3.820000000000000000e+03 3.916095197200775146e-01
3.830000000000000000e+03 3.869937956333160400e-01
3.840000000000000000e+03 2.952596247196197510e-01
3.850000000000000000e+03 1.318139880895614624e-01
3.860000000000000000e+03 3.677582368254661560e-02
3.870000000000000000e+03 9.910121560096740723e-03
3.880000000000000000e+03 3.244440304115414619e-03
3.890000000000000000e+03 1.292133936658501625e-03
3.900000000000000000e+03 5.803540698252618313e-04
3.910000000000000000e+03 2.923363645095378160e-04
3.920000000000000000e+03 1.609940518392249942e-04
3.930000000000000000e+03 9.477224375586956739e-05
3.940000000000000000e+03 5.860652163391932845e-05
3.950000000000000000e+03 3.898414433933794498e-05
3.960000000000000000e+03 2.650958049343898892e-05
3.970000000000000000e+03 1.901125506265088916e-05
3.980000000000000000e+03 1.571324537508189678e-05
3.990000000000000000e+03 1.245978091901633888e-05
